,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.025728945,0.025775246,0.025682341,0.025523644,0.025339078,0.025166357,0.025024591,0.024937857,0.02487487,0.024808172,0.02463036,0.024413656,0.024184357,0.02400393,0.023894716,0.023856467,0.02385008,0.023874182,0.023901394,0.023959123,0.024021622,0.024095075,0.024202015,0.02433272,0.024498219,0.024710609,0.024962308,0.025250033,0.02556144,0.025850015,0.02608347,0.026229482,0.02625059,0.026201135,0.02610759,0.0259948,0.025834836,0.025669418,0.025466869,0.02524839
1,0.025665212,0.025708461,0.025591142,0.025420139,0.02523578,0.025085134,0.024972647,0.024908923,0.024854995,0.024789417,0.024617245,0.024416527,0.024214746,0.024058577,0.023951892,0.02390074,0.023881651,0.02389773,0.023920564,0.023965454,0.024019532,0.024084501,0.02418517,0.0243159,0.024480483,0.024704892,0.02499205,0.025321864,0.025682574,0.025993872,0.02621761,0.02633259,0.026293764,0.026198966,0.026082635,0.025963496,0.02579885,0.02563252,0.025428098,0.025213663
2,0.025749624,0.025818516,0.025756046,0.02561896,0.025438536,0.025243793,0.02505979,0.024906635,0.024776734,0.024674267,0.024504472,0.024311304,0.024105908,0.023950078,0.023851726,0.023822883,0.023820922,0.023847293,0.02387853,0.023942037,0.024005327,0.024084311,0.02420048,0.024345057,0.02452638,0.024749875,0.02499865,0.025268154,0.025559634,0.025834572,0.026071675,0.026231505,0.026279353,0.026250958,0.026163716,0.026037764,0.025863012,0.02568569,0.025486123,0.025279708
3,0.025763951,0.025823645,0.025743356,0.025595745,0.025410822,0.025219873,0.025045708,0.024911229,0.024782058,0.024673127,0.024503719,0.024315264,0.024108075,0.023950912,0.023852292,0.023828099,0.023831654,0.023863815,0.02389684,0.023956036,0.024016457,0.024090467,0.02420111,0.024340436,0.024516728,0.024738438,0.024992349,0.025270632,0.02557682,0.02586244,0.026095612,0.026243147,0.026275497,0.026239414,0.026152238,0.026032573,0.025861116,0.025682738,0.025475543,0.025260018
4,0.025724,0.025774695,0.025680851,0.025524031,0.025340658,0.025168547,0.025022354,0.02492535,0.024829142,0.024732782,0.024559662,0.02436231,0.024153834,0.023994818,0.023896072,0.023868315,0.023868054,0.023896743,0.023925975,0.023979574,0.024037797,0.024109509,0.024215879,0.024346404,0.024510458,0.024722971,0.024979599,0.025269736,0.025588784,0.025877956,0.026105043,0.026238076,0.026254285,0.026207086,0.026116353,0.026002325,0.02583659,0.025665004,0.025455069,0.025233308
5,0.025755102,0.025826626,0.025765248,0.025627226,0.025448168,0.02525523,0.025069436,0.02490793,0.024763629,0.024636429,0.024465278,0.02428469,0.024094116,0.023949053,0.023858905,0.023833003,0.023832664,0.023857266,0.02388923,0.02395247,0.024015542,0.02409346,0.024205577,0.024344716,0.024522249,0.024745176,0.024997365,0.02527328,0.02556591,0.025835928,0.026064558,0.026220378,0.026273884,0.0262539,0.026172522,0.0260483,0.02587079,0.02568509,0.025476921,0.025262754
6,0.025746735,0.025807625,0.025727026,0.025574962,0.025388982,0.025205985,0.025044307,0.024926256,0.024816763,0.024712391,0.024534289,0.024334315,0.024124559,0.02396306,0.023866806,0.023839496,0.023840267,0.023867335,0.023896318,0.023953244,0.02401457,0.024090165,0.02420086,0.024335105,0.024503198,0.024718363,0.024972165,0.025260787,0.025573706,0.025861202,0.026093706,0.026241325,0.026275989,0.026240017,0.026152074,0.026032768,0.025860664,0.025682578,0.025470588,0.025249451
7,0.025742874,0.025799632,0.025712866,0.02555558,0.025368782,0.025191395,0.025038144,0.024930537,0.024830546,0.024733404,0.024554506,0.024347803,0.024130985,0.023965443,0.02386662,0.023837447,0.02383731,0.023864176,0.023893055,0.02395035,0.024012048,0.024087887,0.024198968,0.024333294,0.024500709,0.024715528,0.02497047,0.025262581,0.025581472,0.025873095,0.026106365,0.026250489,0.026278356,0.026237477,0.026147734,0.026029944,0.025859375,0.025683254,0.025471343,0.025248162
8,0.0257423,0.025799818,0.025713515,0.025556862,0.025369713,0.025191547,0.025038373,0.024933008,0.02483723,0.024747202,0.024568293,0.024356827,0.02413629,0.023967475,0.023866273,0.023835666,0.023835164,0.02386205,0.023890577,0.023947597,0.024009306,0.02408462,0.024195392,0.024329359,0.024496391,0.024711557,0.024968224,0.025261888,0.02558139,0.025872938,0.026105091,0.026249573,0.026277917,0.02623713,0.026147295,0.026029266,0.025857823,0.025680555,0.02546658,0.02524192
9,0.025740232,0.025793448,0.025701141,0.025540583,0.025352433,0.025177173,0.025028715,0.024930783,0.02484516,0.02476577,0.02458864,0.024374023,0.024149263,0.023976564,0.023872036,0.023839222,0.023836967,0.023863021,0.023891266,0.023948051,0.024009667,0.024084326,0.024194624,0.024328724,0.02449565,0.024710134,0.024966374,0.02526028,0.025582481,0.02587664,0.026109722,0.026252162,0.026275784,0.026231062,0.026139705,0.026023064,0.02585395,0.025680032,0.025468081,0.025243036
