,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.016123056,0.016794384,0.017310627,0.017708626,0.018010829,0.018194823,0.018244702,0.018153442,0.01791476,0.017572198,0.01729123,0.017293423,0.017643295,0.018246576,0.01896492,0.01956074,0.019807285,0.019585254,0.018933432,0.018014666,0.01702571,0.016100943,0.015342085,0.014860051,0.014713936,0.014852276,0.015147463,0.015479179,0.015783569,0.01603163,0.016225234,0.01636913,0.016468968,0.016510487,0.016495636,0.016435834,0.016354453,0.016285349,0.016282976,0.016381454,0.01656922,0.016803686,0.01701776,0.01716705,0.017217655,0.017134463,0.016915122,0.01661782,0.01627398,0.015912455,0.015576855,0.01530296,0.015115397,0.01501804,0.014993923,0.0150214825,0.015084786,0.015165435,0.015246958,0.015330318
1,0.016140718,0.016783066,0.017272862,0.017649129,0.0179366,0.018114883,0.01816808,0.018088026,0.01786691,0.017545424,0.017281856,0.017288346,0.017626135,0.018203879,0.018888231,0.019454949,0.019690648,0.019484978,0.018876418,0.018008344,0.0170597,0.016158918,0.015410824,0.014930652,0.01478152,0.014913052,0.015198401,0.015518965,0.015812796,0.016052367,0.016240038,0.01638082,0.01647893,0.01651948,0.016503982,0.016442802,0.016359897,0.016290266,0.016287081,0.016382534,0.016565483,0.016794186,0.017003141,0.017148629,0.01719768,0.017117288,0.016906973,0.016623534,0.016295169,0.015947646,0.01562211,0.015353909,0.015168648,0.0150714405,0.015045729,0.015069782,0.015127977,0.015203346,0.01528129,0.015363525
2,0.016147265,0.016764086,0.017232992,0.01759172,0.017865747,0.018036306,0.0180891,0.018016938,0.017812287,0.017512882,0.017266992,0.017276766,0.017605541,0.018169617,0.018839516,0.019396482,0.01963164,0.019440152,0.018861663,0.018032644,0.017118774,0.016239233,0.015499269,0.015017981,0.014862086,0.014982395,0.01525254,0.0155556835,0.01583259,0.016057566,0.016233869,0.016367162,0.01646199,0.016504249,0.0164931,0.016436119,0.01635572,0.01628742,0.016283482,0.016375076,0.01655274,0.016776303,0.016981445,0.017125726,0.017176531,0.017099988,0.016896902,0.016623389,0.016306844,0.015971635,0.01565589,0.015393734,0.015211073,0.015114339,0.015088348,0.01511139,0.015167124,0.015238499,0.015311781,0.015389666
3,0.016159285,0.01675072,0.017199107,0.017540315,0.017800275,0.017962351,0.018014193,0.017949846,0.017762445,0.017486542,0.01725844,0.017266776,0.017575925,0.018115856,0.01876458,0.01930813,0.019540478,0.019359589,0.018808143,0.018020233,0.017149143,0.016306143,0.0155904,0.015117625,0.014958555,0.015067152,0.015319972,0.015604858,0.015865196,0.016075734,0.016239442,0.016361909,0.016449,0.016489938,0.016483996,0.016435202,0.016361993,0.016297681,0.016291887,0.01637571,0.016542425,0.01675573,0.01695506,0.017098857,0.017153561,0.017083667,0.016888985,0.01662423,0.016317792,0.015993878,0.01568836,0.015433358,0.0152540635,0.015158063,0.015131971,0.01515534,0.015211796,0.015283499,0.015355462,0.015429134
4,0.016168918,0.016742226,0.017176474,0.01750508,0.017753847,0.017908137,0.017957915,0.017898712,0.017724354,0.017467704,0.017256841,0.017269127,0.017563697,0.018077256,0.01870326,0.019235479,0.019470658,0.019299455,0.018764643,0.018002378,0.017158397,0.016342133,0.015650555,0.015191262,0.0150341075,0.015135337,0.015373839,0.015643455,0.015891537,0.01609313,0.01624923,0.016364235,0.016444108,0.01648045,0.016475316,0.01643246,0.016367462,0.0163094,0.016304336,0.016383324,0.016541172,0.01674422,0.016935859,0.017076913,0.01713439,0.01707019,0.016881388,0.016621716,0.01632142,0.016005188,0.015707627,0.015458974,0.015283033,0.015187639,0.015161013,0.015184478,0.015242414,0.01531661,0.015390698,0.015464827
5,0.016175143,0.016739197,0.017167136,0.017489702,0.017731681,0.017879669,0.017926045,0.01786808,0.017700244,0.017454589,0.017255707,0.017276507,0.017569575,0.018066183,0.0186697,0.01918852,0.019425238,0.019266319,0.01874269,0.017992679,0.017159365,0.016352396,0.0156724,0.015223638,0.015071852,0.01517267,0.015406461,0.015669167,0.015910564,0.016107302,0.016259588,0.016370501,0.01644552,0.016476773,0.016468477,0.016427422,0.016368955,0.016317502,0.016315045,0.016392015,0.01654427,0.016739985,0.016924981,0.017062508,0.017121095,0.017061353,0.016876452,0.016618347,0.016319687,0.016006462,0.015713334,0.015469348,0.015296966,0.01520307,0.015176475,0.015199959,0.015259223,0.01533552,0.015411396,0.01548736
6,0.016178302,0.016738573,0.017164819,0.017486427,0.01772644,0.017871197,0.017914545,0.017854806,0.017687652,0.01744496,0.017250363,0.017276322,0.017573886,0.018067643,0.018657334,0.019163817,0.019397018,0.019247103,0.01873083,0.017982297,0.01715396,0.016354393,0.01567921,0.015233314,0.015083351,0.015186006,0.015422162,0.015685774,0.015925812,0.016120117,0.016270045,0.01637892,0.01645103,0.016477786,0.016464468,0.016421039,0.016365437,0.016319718,0.016321931,0.016399989,0.016549336,0.016739989,0.01691962,0.01705344,0.017111747,0.017056119,0.016876742,0.016621066,0.016321598,0.016006809,0.015713658,0.015471032,0.015300965,0.015208758,0.015182306,0.015205401,0.015265321,0.015343756,0.015422688,0.015500847
7,0.016179759,0.01673721,0.017161671,0.017482746,0.017722743,0.01786711,0.017909372,0.017847877,0.017679395,0.017436467,0.01724267,0.017270569,0.017573066,0.018073384,0.018663421,0.019160718,0.019385703,0.019236634,0.018728249,0.017981814,0.017155226,0.016361289,0.01568792,0.015240688,0.015088851,0.01519,0.0154260015,0.01569045,0.01593062,0.016123619,0.016272195,0.016380861,0.016453017,0.016477589,0.016460799,0.016414657,0.016359393,0.016318098,0.016326435,0.016408343,0.01655741,0.016744792,0.01692016,0.017050827,0.017108023,0.017054558,0.016879696,0.016627036,0.016326599,0.016008502,0.015713029,0.015470269,0.015301425,0.015210028,0.01518292,0.015204161,0.015262539,0.015341914,0.015424172,0.015505312
8,0.016179264,0.016739659,0.017166946,0.017491126,0.017734073,0.017880354,0.017922277,0.017857913,0.017684473,0.017435953,0.01723733,0.01726075,0.017562348,0.01807207,0.018677037,0.019181402,0.01940221,0.019244447,0.01873082,0.017982772,0.01715122,0.01635316,0.015679669,0.015233018,0.015079716,0.01518028,0.015417326,0.01568463,0.015928244,0.01612293,0.016271824,0.01638109,0.016454853,0.016479667,0.016460309,0.016410623,0.016352944,0.016312847,0.01632661,0.016414385,0.016566694,0.016753571,0.016925916,0.017053224,0.017108262,0.017054768,0.016881766,0.016631775,0.01633157,0.016010344,0.015710216,0.015464401,0.0152946655,0.015203483,0.0151761975,0.01519621,0.015252804,0.01533145,0.015415098,0.015499009
9,0.01617626,0.016743746,0.01717712,0.017506968,0.017754737,0.01790437,0.017946731,0.017879352,0.01769938,0.017442357,0.017236719,0.017256781,0.017557653,0.018071715,0.01868923,0.019208137,0.019434115,0.0192689,0.01874189,0.017980654,0.017140422,0.01633235,0.01565349,0.015208433,0.015057608,0.015160732,0.01540206,0.015674606,0.01592331,0.016121147,0.016271278,0.016381253,0.016456328,0.016482938,0.016463092,0.016409919,0.01634774,0.016304538,0.016319886,0.016414247,0.01657453,0.016765663,0.016937241,0.017060919,0.017112587,0.017056903,0.016882645,0.016633,0.016333103,0.016010374,0.015706467,0.015457202,0.015285506,0.015193399,0.015165139,0.015183931,0.015239103,0.015316354,0.01539949,0.015484252
