,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.024770848,0.024709702,0.02469742,0.024712354,0.024719693,0.02470854,0.02469236,0.0246859,0.02470325,0.024734458,0.024768466,0.024794962,0.024818545,0.024839459,0.024875216,0.024928614,0.02500627,0.025091631,0.025158357,0.025205562,0.025218427,0.025204001,0.025166843,0.025116688,0.025073105,0.025054092,0.025053086,0.025071781,0.025121598,0.025188234,0.02526423,0.025327776,0.025358506,0.025343223,0.025281787,0.025199315,0.02512987,0.025088677,0.025064725,0.025052428
1,0.024810638,0.024757847,0.024746846,0.024759512,0.024766184,0.024756446,0.024742078,0.024736535,0.024753097,0.02478281,0.024814688,0.024839062,0.024859162,0.024873942,0.024900042,0.024940621,0.025001176,0.025070837,0.025127936,0.025170337,0.025180783,0.02516728,0.025134154,0.025090506,0.025053198,0.025036113,0.025031,0.025040444,0.025079392,0.025139758,0.025208281,0.025266347,0.02529806,0.025290688,0.025241684,0.025175378,0.025122343,0.02509282,0.02507605,0.025065918
2,0.024825053,0.024774652,0.02476308,0.024773978,0.024779947,0.024770936,0.024756875,0.024750598,0.024765022,0.024793599,0.024825428,0.024850585,0.024870578,0.024885021,0.02490906,0.024945045,0.024997389,0.025058944,0.025111122,0.025151888,0.025163066,0.025152396,0.025124757,0.025088212,0.025058514,0.025046334,0.025041576,0.025045887,0.025074972,0.025126819,0.025187317,0.025238905,0.025268856,0.025263494,0.025219256,0.025161304,0.025117997,0.025096167,0.02508577,0.025079604
3,0.024833396,0.024783993,0.02477166,0.024781186,0.024786413,0.024777967,0.024763849,0.02475577,0.024766192,0.024791915,0.02482324,0.024849808,0.02487099,0.024887245,0.024912324,0.024948057,0.02499773,0.025055295,0.025103386,0.025141487,0.02515192,0.025141511,0.025116477,0.02508491,0.025062732,0.025057312,0.025056725,0.025061658,0.025086747,0.025133038,0.02518735,0.025232699,0.025257923,0.025248613,0.025202133,0.025145471,0.02510629,0.025090568,0.025087371,0.025086649
4,0.024838429,0.024789516,0.024776977,0.024785927,0.024790589,0.024782598,0.02476878,0.024759337,0.024766158,0.02478839,0.024818333,0.024845295,0.024867404,0.024885897,0.024913525,0.024951689,0.025002936,0.025060201,0.025105651,0.025140613,0.025148641,0.025135664,0.025109157,0.025078122,0.025059674,0.025058514,0.025062464,0.025071843,0.025098886,0.025144015,0.025196258,0.025238618,0.02525983,0.025245007,0.025192892,0.025132209,0.025091428,0.025077611,0.025078803,0.025082123
5,0.024838876,0.024790155,0.024778238,0.024787635,0.024791978,0.024783958,0.024770433,0.02476057,0.024766091,0.024786185,0.024814304,0.02484022,0.024862343,0.024882335,0.024912558,0.024954308,0.025010053,0.025070272,0.025115492,0.025147974,0.02515272,0.0251359,0.025105434,0.025070842,0.02505122,0.025050692,0.025057813,0.025072724,0.025105473,0.025153654,0.025207978,0.025250223,0.025269035,0.025250025,0.025192963,0.025126785,0.02508099,0.025064683,0.02506597,0.025070898
6,0.024834443,0.024785588,0.024774626,0.024785116,0.024789741,0.024781547,0.024768125,0.024758603,0.02476528,0.024785448,0.024812186,0.024836201,0.024857247,0.024877083,0.024908692,0.024953697,0.025015049,0.025080256,0.025127534,0.025158864,0.02516009,0.025138952,0.025103938,0.02506458,0.025041014,0.02503903,0.025047798,0.025067598,0.02510727,0.025161253,0.02522059,0.025264598,0.025282003,0.025260584,0.02520102,0.025130354,0.025078632,0.02505792,0.025056615,0.025060834
7,0.024827551,0.024778526,0.0247686,0.02478037,0.024785824,0.024777517,0.024764214,0.02475585,0.024765689,0.024788205,0.024814747,0.024836479,0.024855072,0.024872538,0.024903718,0.02495064,0.025016546,0.025086656,0.025137298,0.025169125,0.025167502,0.025141904,0.025101982,0.02505813,0.025030207,0.025026323,0.025035646,0.025058743,0.025103815,0.025163058,0.025227692,0.025275689,0.02529459,0.025273409,0.025213907,0.02514049,0.025083743,0.025058724,0.025053795,0.025055483
8,0.02482313,0.024774335,0.024765622,0.024778549,0.024784472,0.024775635,0.024762435,0.024755955,0.024769485,0.024795432,0.024823155,0.02484328,0.024859687,0.02487391,0.02490297,0.024949607,0.02501692,0.0250891,0.025142644,0.025176806,0.02517527,0.02514719,0.02510256,0.025053743,0.025020251,0.025012378,0.025020199,0.02504402,0.025091562,0.025154173,0.025223134,0.025276942,0.025300812,0.025282394,0.025223937,0.025149843,0.025090907,0.025063079,0.025053736,0.02505074
9,0.024823224,0.024775015,0.02476722,0.024780873,0.024786849,0.024777079,0.024763038,0.024757393,0.024773557,0.024802554,0.024832437,0.02485295,0.024869151,0.024881182,0.024906993,0.024950653,0.025015816,0.025086995,0.025141705,0.02517815,0.02517932,0.025152877,0.02510732,0.025056152,0.025017332,0.025003074,0.0250059,0.025027785,0.025076576,0.025140237,0.02521047,0.025269154,0.025299184,0.025285296,0.025228787,0.025155671,0.02509676,0.025066957,0.025053445,0.025044868
