,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
q1,0.052655555,0.053141642,0.05370723,0.054101862,0.05435084,0.054720595,0.055630464,0.05775298,0.061489604,0.06603846,0.06761068,0.06649031,0.064765856,0.06299066,0.061760604,0.060698852,0.060210884,0.060476594,0.06112632,0.062430587,0.06379144,0.06411472,0.061722193,0.057635047,0.053893182,0.051858574,0.05137136,0.051761217,0.052314326,0.052871495,0.053385638,0.053787112,0.054154877,0.054526597,0.055175573,0.055972397,0.057303112,0.05910445,0.061347757,0.06342496,0.059525378,0.056438804,0.056468304,0.056863353,0.0574705,0.058635175,0.06078275,0.06408539,0.0675081,0.068747446,0.06640385,0.06437295,0.063056216,0.06262393,0.0627619,0.06281968,0.062653854,0.062694564,0.06265043,0.06281127,0.06334834,0.06387203,0.063544236,0.06131473,0.0577441,0.05433101,0.052406766,0.05190536,0.052442916,0.053357303,0.054329176,0.05514581,0.055789858,0.056394115,0.057347547,0.05846872,0.06058108,0.06328585,0.066143215,0.06727955,0.05342987,0.05386331,0.054120056,0.0543433,0.054539286,0.054720514,0.054894686,0.055219144,0.055996865,0.057881184,0.06086234,0.06281814,0.063651904,0.0637369,0.063687876,0.06344973,0.06313628,0.06301185,0.06283027,0.062415216,0.061002582,0.05861941,0.05602097,0.054200545,0.053467568,0.053545795,0.05375076,0.053892147,0.05389995,0.053957514,0.054046076,0.054122575,0.05424187,0.05431432,0.054480202,0.054694973,0.055140972,0.055726737,0.056577902,0.057582375,0.053044103,0.053828754,0.05428799,0.054504797,0.05448904,0.054301813,0.05404567,0.05407727,0.05500894,0.057554953,0.061658256,0.064101286,0.06526154,0.065286115,0.065063864,0.06463584,0.06397021,0.06339885,0.06264038,0.062088188,0.060744245,0.05852369,0.055827882,0.05359216,0.05253585,0.052479107,0.052889846,0.053322006,0.053642735,0.05388023,0.054084033,0.05424532,0.054460123,0.05467743,0.055017814,0.055267442,0.05556058,0.05575247,0.056133945,0.056719504,0.05309616,0.053401485,0.054016612,0.054427683,0.0546685,0.054904766,0.055487603,0.05687879,0.059470024,0.062846616,0.065074444,0.06563127,0.06549919,0.06473779,0.06394449,0.06320973,0.062486622,0.062181763,0.062026087,0.062150866,0.062095024,0.061167117,0.05906962,0.05617359,0.053512715,0.051978424,0.05170634,0.05210511,0.05264526,0.0531194,0.05355253,0.053882,0.05423975,0.054635797,0.055252187,0.055849757,0.056719452,0.05756905,0.059050865,0.06092657,0.052642576,0.053549,0.05378487,0.05384271,0.053759746,0.053573173,0.05331354,0.053204186,0.053710394,0.055767223,0.05933754,0.061714668,0.06270149,0.062848136,0.06297404,0.06283125,0.062584,0.06246891,0.062215984,0.06199227,0.061025515,0.05882533,0.0560404,0.05345335,0.052058324,0.051968597,0.052384026,0.05295807,0.053383257,0.053750195,0.054018658,0.05420257,0.054281034,0.05431413,0.05439648,0.054453764,0.054626163,0.054757483,0.05494196,0.055144012,0.05161923,0.052549798,0.053071186,0.05330221,0.053377654,0.053431857,0.05382541,0.055192754,0.058234047,0.06239657,0.06511443,0.06551792,0.06508571,0.06403675,0.06314132,0.062271945,0.061771434,0.061719216,0.061659537,0.06207238,0.06254195,0.062059633,0.05980275,0.056403823,0.053236574,0.0514169,0.050941728,0.051360145,0.052011754,0.052643813,0.053190388,0.053567547,0.053849682,0.05408135,0.054458164,0.05486254,0.055638112,0.056512937,0.058079105,0.05975,0.051862024,0.052511416,0.053046606,0.053346656,0.053514354,0.05375849,0.054448575,0.056190427,0.05936417,0.06319219,0.065372564,0.065531015,0.06503034,0.063982256,0.062975526,0.062074594,0.061525866,0.06148543,0.06162642,0.0620837,0.06272726,0.06264685,0.060556456,0.05704943,0.053514987,0.051434487,0.050844345,0.051190387,0.051852427,0.052507475,0.05308681,0.053509142,0.053841744,0.054127857,0.05459503,0.055169355,0.05620087,0.057406433,0.059321575,0.060912464,0.051570334,0.052368537,0.052941576,0.05318758,0.05326958,0.05341076,0.054051682,0.0558805,0.05938825,0.06356839,0.06575927,0.06587787,0.06523271,0.06407587,0.06304054,0.062100362,0.061547004,0.061572447,0.06176606,0.06227153,0.062926516,0.06288395,0.060750302,0.057051003,0.05338552,0.05123468,0.050612856,0.051000316,0.051718872,0.05241307,0.053031143,0.053479932,0.053818546,0.054105155,0.05454365,0.05501563,0.055911023,0.057030156,0.059029207,0.06109759,0.052207284,0.052679036,0.05324667,0.053566597,0.053738676,0.05402243,0.054840006,0.056884646,0.06040156,0.064535044,0.06641723,0.06614234,0.065107666,0.06376957,0.062606186,0.06158794,0.061018072,0.06100516,0.061329793,0.062096983,0.06292358,0.06307292,0.061164442,0.05763212,0.05394572,0.051680356,0.050992973,0.05126708,0.051892947,0.052522868,0.053117648,0.053585242,0.05397334,0.05431333,0.05484783,0.055461977,0.056538835,0.057910405,0.06019309,0.062318005
q2,0.05195909,0.052547127,0.053058695,0.053340144,0.053592317,0.053863578,0.054470964,0.055690452,0.05816127,0.062493466,0.066157386,0.06717951,0.06647407,0.06481768,0.06311254,0.061558235,0.060735345,0.06064786,0.061337136,0.062991224,0.06508663,0.066708,0.06621552,0.06372904,0.059831765,0.05675208,0.054621942,0.05355511,0.05289583,0.052628886,0.052566368,0.052635882,0.052764155,0.05301255,0.053348824,0.05376362,0.054155782,0.054616895,0.055343457,0.057006266,0.064640924,0.06022732,0.05959692,0.059508912,0.06008137,0.06074144,0.062214945,0.06443081,0.06669107,0.06789839,0.067357644,0.06573455,0.06374933,0.06285806,0.06268869,0.06281126,0.0628887,0.062765226,0.06252944,0.062201798,0.062140025,0.063047074,0.064094484,0.06439765,0.06358375,0.061662413,0.059474103,0.05775477,0.056951366,0.056775205,0.056531347,0.0567983,0.057357095,0.05794551,0.058557007,0.059225388,0.05983682,0.060414203,0.06095621,0.062205546,0.052487552,0.05316231,0.053370975,0.053432032,0.05350424,0.053516746,0.05356557,0.053533934,0.05363489,0.055101268,0.057559285,0.06058067,0.063208476,0.06438214,0.06468136,0.064551674,0.064645946,0.06545575,0.066588745,0.067433074,0.06716511,0.06514096,0.062150642,0.05911026,0.056596667,0.055304103,0.054522146,0.054079205,0.05367674,0.053531066,0.053526122,0.053589236,0.05363433,0.05365209,0.053698912,0.05376663,0.05378058,0.053748697,0.053661432,0.05375465,0.053091202,0.053269908,0.053786017,0.054143175,0.05446238,0.05458215,0.054698065,0.054769818,0.05528125,0.05744587,0.060331747,0.063110486,0.06535319,0.06592072,0.06577526,0.06538421,0.065140225,0.06527898,0.06573106,0.06629558,0.066235796,0.065119624,0.06303987,0.060463708,0.05790317,0.05628743,0.05519551,0.05454247,0.053973794,0.053568706,0.05333899,0.05328978,0.053420857,0.05370515,0.054143,0.05462887,0.054960508,0.055077046,0.055026986,0.055252828,0.05359446,0.053212337,0.053803727,0.05432602,0.054933302,0.05558139,0.056569807,0.05797754,0.06006861,0.06316686,0.06557341,0.06632256,0.06615791,0.065170765,0.06416178,0.06325695,0.06262858,0.06229894,0.062412605,0.06305685,0.063941106,0.064740986,0.064417176,0.06279215,0.059904132,0.05724174,0.05541363,0.054404557,0.053694233,0.05326438,0.05304817,0.05307208,0.05327291,0.053685863,0.05428852,0.05503647,0.055739637,0.056519,0.05746167,0.058836758,0.053160816,0.053661685,0.053765632,0.053789422,0.053825364,0.053841643,0.053945467,0.054014705,0.054435708,0.056598276,0.05985835,0.06306386,0.064845935,0.06481239,0.064074144,0.0630604,0.062370226,0.06272216,0.063842595,0.06505346,0.06560162,0.06456672,0.06230405,0.059497368,0.05671934,0.05521243,0.054419525,0.05413302,0.053990223,0.05402711,0.054074436,0.054112196,0.054076727,0.054052703,0.054062363,0.05412089,0.054159574,0.054195672,0.054213163,0.05443614,0.052231275,0.05251956,0.0529152,0.053148784,0.05347764,0.05391922,0.054734558,0.056104466,0.05852996,0.062428452,0.06550493,0.066378765,0.06580345,0.06423655,0.06268856,0.061351284,0.060706664,0.060796063,0.061495185,0.06292919,0.06457925,0.06605737,0.065914705,0.06384143,0.060331114,0.057186775,0.05490143,0.053728856,0.05312006,0.052938126,0.052930072,0.053020593,0.05308791,0.053225115,0.053450774,0.053848915,0.054282743,0.05488224,0.055685624,0.057187658,0.05270284,0.052656677,0.05306611,0.053394236,0.053859584,0.054472454,0.05552659,0.057118844,0.05963421,0.063220054,0.065728694,0.066247664,0.06554408,0.063985646,0.06242101,0.061118335,0.06052815,0.06063536,0.061342485,0.06279534,0.06442569,0.06595732,0.066176355,0.064309776,0.060921922,0.057648234,0.055204853,0.0538778,0.053165406,0.052903946,0.052842397,0.052931763,0.05302681,0.05322923,0.05354848,0.054085687,0.05465242,0.05541201,0.05635546,0.05806204,0.05319155,0.053021923,0.053473037,0.053851694,0.05436994,0.054983802,0.056027636,0.057576917,0.060021304,0.06356233,0.06597282,0.066364154,0.06552377,0.06398861,0.06252,0.061310034,0.060742736,0.0608,0.061442345,0.06281728,0.06443334,0.06590967,0.06597947,0.064208664,0.0608463,0.057683107,0.055368643,0.054090127,0.05335165,0.053027846,0.052926593,0.05300209,0.053130068,0.0533847,0.053789835,0.05441294,0.055035554,0.055791914,0.05672898,0.05834973,0.052995875,0.052868873,0.053357445,0.05376959,0.054283746,0.054913707,0.05596995,0.057559453,0.05999015,0.06337302,0.065948404,0.06652318,0.065698594,0.06419776,0.06269695,0.061432473,0.06078706,0.060704343,0.061229967,0.06261155,0.06434205,0.066052616,0.06636636,0.06450356,0.061016828,0.05769072,0.055263497,0.053946752,0.053177036,0.05285139,0.052763812,0.052866705,0.05303003,0.053320847,0.053762008,0.05439683,0.05502201,0.055771798,0.05668807,0.058309563
q3,0.055230517,0.05576816,0.05550252,0.055121005,0.054690927,0.054102927,0.0530632,0.05099093,0.047872655,0.044841547,0.043240674,0.043382708,0.044775344,0.046694778,0.048505098,0.04995669,0.050928563,0.051397733,0.051377688,0.050867278,0.04979539,0.048715025,0.048544243,0.049479805,0.051151894,0.05285568,0.054167144,0.055111293,0.05567677,0.056086183,0.05616968,0.056138888,0.055997342,0.05566744,0.055273302,0.054798555,0.05424425,0.053479344,0.05251701,0.051015418,0.045890093,0.049604304,0.050191626,0.050019793,0.04953249,0.048779473,0.047599234,0.046030197,0.044515185,0.044452537,0.046154074,0.048323702,0.05025097,0.051206674,0.051566675,0.0515466,0.051327966,0.05113317,0.05108002,0.051154524,0.05090344,0.050189577,0.04898671,0.047903616,0.047513757,0.04808669,0.049161308,0.050425168,0.051529042,0.052274022,0.052473225,0.05240784,0.052154314,0.051740568,0.051343538,0.051043678,0.05065382,0.050071698,0.049259007,0.048115678,0.056228194,0.056026895,0.055958476,0.055907063,0.05586512,0.05581107,0.05575325,0.05560104,0.05496787,0.053420976,0.05122254,0.049154952,0.04772017,0.047524773,0.04798857,0.04867869,0.04912504,0.04919583,0.04893393,0.04872497,0.04892002,0.049955808,0.05146563,0.052913103,0.05410145,0.05483506,0.05523173,0.055504866,0.055650555,0.055798344,0.055812992,0.05582083,0.05582481,0.05578229,0.055735763,0.05568462,0.055632774,0.055535533,0.055408,0.05501855,0.055380363,0.055642713,0.055430938,0.055117823,0.054825723,0.054541975,0.05421318,0.053639878,0.05251292,0.050590117,0.048139755,0.04615593,0.04529251,0.04583572,0.046937056,0.048068218,0.048986793,0.049564905,0.04975795,0.049622405,0.049315076,0.04947442,0.050222773,0.0514215,0.052741684,0.05381138,0.054541644,0.055059373,0.055396106,0.05571416,0.055841833,0.055896483,0.05583377,0.055593245,0.05527997,0.054936904,0.054660693,0.054401733,0.0541695,0.05366446,0.053904735,0.05508299,0.054814607,0.05427949,0.053628836,0.052783005,0.051612712,0.04985769,0.047655754,0.045545623,0.044280656,0.04442077,0.045601692,0.04707814,0.04841677,0.04948169,0.05037433,0.051068358,0.05140937,0.051363703,0.050775897,0.049946114,0.049357753,0.049637754,0.050767727,0.052264623,0.05357149,0.054560687,0.055186547,0.05566936,0.055799954,0.055796973,0.055654474,0.055285245,0.054821763,0.05427614,0.05374048,0.053037576,0.052069623,0.050580755,0.055661682,0.055648714,0.055624478,0.05556213,0.055480264,0.055350445,0.055185527,0.054866835,0.054167025,0.0525992,0.05036445,0.04842948,0.0476059,0.048153836,0.04922913,0.050331533,0.051038064,0.05117878,0.050838493,0.05025381,0.049732625,0.049935225,0.050837576,0.052091047,0.053400174,0.054315858,0.05483654,0.05518853,0.055378802,0.055532306,0.05555382,0.055582196,0.05559039,0.055560034,0.05551684,0.055446688,0.05536136,0.055211544,0.055063233,0.05473787,0.05477606,0.055548254,0.055417307,0.05508226,0.054615024,0.053924482,0.052868485,0.051065855,0.04858961,0.04608658,0.04447929,0.044492733,0.04571404,0.047481477,0.049135827,0.050441407,0.05134151,0.051880673,0.05198069,0.05166605,0.050818954,0.0498221,0.049245343,0.04963137,0.050804384,0.05230971,0.053608187,0.054605983,0.055206314,0.055640504,0.055760853,0.055797566,0.055769578,0.055597726,0.055358432,0.054994024,0.054551773,0.053879596,0.05290349,0.05135237,0.054246806,0.055376075,0.055237632,0.05482748,0.054238513,0.053383246,0.052108444,0.050164275,0.047695927,0.045391675,0.044039123,0.044353083,0.045794412,0.04760951,0.04923075,0.050488394,0.05138105,0.05194156,0.05207475,0.051858097,0.051114812,0.05019985,0.049473137,0.04955006,0.050469704,0.05188813,0.05323952,0.054338872,0.05506178,0.05559279,0.05576558,0.05581701,0.055777222,0.0555689,0.055271056,0.05483401,0.05429776,0.053495027,0.05233057,0.050593745,0.05380498,0.05502016,0.054869786,0.054407656,0.053762116,0.052864224,0.051595274,0.049652614,0.04716179,0.044872656,0.043683022,0.04418304,0.04574451,0.047549266,0.0490842,0.050252482,0.051096074,0.051678993,0.051926408,0.051800966,0.051115252,0.050154902,0.049370978,0.04939807,0.05029393,0.051705226,0.05304966,0.054171275,0.05492208,0.055491,0.055671852,0.055713117,0.055636458,0.055367667,0.05500199,0.054499604,0.053924613,0.05310849,0.051936716,0.050204474,0.054142118,0.05535284,0.055143528,0.05464094,0.053957365,0.053037062,0.05173251,0.04974182,0.047134876,0.044714563,0.04349662,0.04402527,0.045629445,0.047445197,0.049034227,0.05024738,0.05109496,0.05164449,0.05187269,0.051720105,0.05102137,0.05010272,0.04940347,0.049486082,0.05042717,0.05188969,0.05328053,0.054399267,0.055141278,0.05570185,0.055886373,0.055931296,0.055846974,0.05555667,0.05515051,0.05459887,0.053960644,0.053070538,0.051827975,0.05008094
q4,0.057597518,0.056830928,0.05676706,0.056965053,0.05740775,0.05821359,0.059137248,0.06057499,0.062043816,0.062117174,0.06101831,0.059623502,0.05875355,0.05832493,0.057973154,0.057700135,0.057280377,0.05690634,0.057012647,0.057674363,0.058632288,0.05902212,0.0589077,0.05851845,0.058179364,0.057802215,0.057543248,0.057402506,0.057118755,0.056734614,0.056328613,0.05610539,0.055946622,0.055835966,0.055744965,0.055560485,0.055436097,0.05552341,0.056014813,0.05704982,0.058695763,0.05746443,0.05745703,0.05781813,0.058424756,0.059332274,0.060021445,0.0604908,0.059889056,0.05844787,0.05726532,0.05682926,0.056905076,0.056848392,0.056651156,0.056698468,0.05685781,0.05696641,0.057172313,0.057612777,0.058567494,0.05977274,0.06088927,0.06125176,0.060982544,0.06020272,0.05922669,0.058197964,0.057403445,0.056786746,0.056212045,0.055968165,0.05583249,0.05581068,0.05595344,0.05603052,0.056125842,0.056338213,0.05696135,0.058024287,0.056235902,0.056037154,0.05604923,0.056106225,0.05620134,0.056385066,0.056610398,0.057143204,0.0579572,0.05866376,0.05916888,0.059212595,0.058941547,0.058694456,0.058462,0.058260214,0.058072824,0.05791372,0.057756975,0.057752624,0.05752009,0.05731929,0.057115357,0.056844912,0.05665832,0.05654843,0.056439966,0.056387655,0.056217656,0.056042627,0.055895,0.055865232,0.055859797,0.05587744,0.055872463,0.055780545,0.055616982,0.055359744,0.05504307,0.054901086,0.055840187,0.05571875,0.05574947,0.05586432,0.05609098,0.05644646,0.056850784,0.057656217,0.05877254,0.05959142,0.05993041,0.05955357,0.059044678,0.058802888,0.058679044,0.058704674,0.058672175,0.05864523,0.05887653,0.05911313,0.058974214,0.058500372,0.057828344,0.057212807,0.056656495,0.05626674,0.055945776,0.05585797,0.055807058,0.05576895,0.055649474,0.055603117,0.05556133,0.055547185,0.055519104,0.05548115,0.05549433,0.055533275,0.055483274,0.05542356,0.057654873,0.05661656,0.05657605,0.056875713,0.05739252,0.058248088,0.059156172,0.0603989,0.061640125,0.061666045,0.060670838,0.05942171,0.058583252,0.05818157,0.057905048,0.057790577,0.057602644,0.057580043,0.05789472,0.058612082,0.05944719,0.05979836,0.05955498,0.059055574,0.058429636,0.05778577,0.057184044,0.05684293,0.056539364,0.056249224,0.05593894,0.055817544,0.055773165,0.05581166,0.055896483,0.05597712,0.056141607,0.05645319,0.056852438,0.057449006,0.05630894,0.056001768,0.056012623,0.05610712,0.056269288,0.056543,0.05690249,0.057678223,0.058872946,0.05987958,0.06014938,0.059567854,0.058959454,0.058836333,0.058791734,0.05878658,0.058845025,0.058992118,0.059127048,0.05924854,0.059017554,0.058705956,0.058109842,0.057489496,0.05701368,0.056806337,0.05668084,0.0565726,0.056353897,0.056142107,0.055956535,0.055861928,0.05578217,0.055783138,0.055851452,0.055918254,0.055985413,0.056015283,0.05601064,0.05600992,0.05806098,0.05685383,0.056764785,0.057000093,0.05749908,0.05837894,0.05943013,0.060989544,0.062343933,0.062119313,0.060708698,0.05918937,0.05840018,0.05809536,0.05787203,0.057706438,0.057515156,0.057482667,0.057779483,0.05837095,0.059021495,0.059238374,0.059001267,0.058772687,0.058509044,0.058196023,0.05783049,0.05757123,0.05720028,0.056787036,0.05635521,0.05614223,0.05602502,0.05602844,0.056131944,0.056236997,0.056412872,0.05675724,0.057258397,0.05798754,0.059141632,0.057403326,0.05721987,0.05753164,0.05820314,0.05930949,0.06056906,0.062188853,0.063297756,0.0625921,0.06071096,0.059015088,0.05811332,0.057746317,0.057380877,0.057123333,0.056845784,0.056757167,0.057034276,0.057760995,0.058718584,0.059336707,0.059366465,0.05933062,0.05927515,0.05906845,0.058694422,0.058300965,0.05780074,0.057272278,0.056719672,0.056434926,0.05628909,0.056289952,0.056413345,0.05655762,0.056816943,0.057282265,0.057999007,0.05891814,0.058507923,0.057183847,0.05707541,0.05736454,0.057948105,0.058922138,0.059978582,0.06142682,0.06263011,0.062151276,0.06048335,0.0589232,0.058144905,0.057822652,0.05750716,0.057279486,0.056991693,0.056856785,0.05713975,0.05787788,0.058885448,0.059473243,0.059460543,0.059216812,0.058916345,0.05854249,0.05810486,0.057824463,0.057453655,0.057036575,0.056569435,0.056337498,0.056205224,0.056208152,0.05632426,0.05646233,0.056681305,0.057038225,0.057502575,0.0581789,0.058706522,0.057176195,0.057020925,0.057344034,0.057997324,0.05905596,0.06024815,0.061820567,0.062970385,0.062343,0.06056368,0.058989547,0.05820396,0.05789682,0.05757602,0.057285722,0.05685386,0.05654187,0.056640174,0.057288237,0.058343966,0.059151996,0.059428237,0.059410505,0.059246175,0.058867514,0.058381643,0.05798885,0.05753494,0.057044335,0.05652538,0.05625943,0.056107167,0.056069642,0.056146406,0.056250356,0.05646143,0.05685358,0.057466082,0.058366712
q5,0.054673184,0.055276927,0.05547073,0.055554308,0.05549445,0.055382766,0.05520289,0.054946885,0.05477394,0.054664478,0.054818675,0.054746337,0.05487202,0.055036247,0.055019088,0.0549376,0.054741435,0.054572187,0.05446621,0.05470223,0.05490132,0.05491622,0.05450818,0.053887784,0.053630315,0.053540524,0.05381895,0.05421644,0.054531813,0.05486884,0.05499445,0.055135585,0.055166155,0.055227485,0.055351056,0.055442758,0.055633813,0.055876102,0.056292154,0.05670119,0.05542934,0.05541472,0.055679686,0.055858143,0.05596255,0.055942368,0.055771437,0.055300605,0.054632656,0.054147534,0.05388934,0.053890266,0.0544041,0.05490263,0.055461265,0.055970974,0.056356516,0.05642712,0.05616022,0.055976074,0.05586656,0.05610679,0.056269452,0.05590263,0.055146523,0.05427388,0.05388438,0.053872332,0.054048676,0.054418147,0.054694865,0.054954104,0.055218056,0.055570938,0.0559987,0.056316413,0.056515943,0.056583084,0.05653195,0.056310013,0.0550329,0.055368304,0.05546284,0.055535056,0.055556178,0.05552649,0.055438817,0.055320393,0.055125985,0.05497269,0.055009052,0.055219032,0.05511874,0.054940082,0.05486396,0.054819338,0.054861337,0.05494891,0.05502083,0.055055298,0.054999653,0.054804035,0.05469737,0.054555196,0.054591276,0.05476305,0.054926723,0.05512222,0.05518934,0.055295672,0.055317216,0.055361867,0.055325873,0.055308633,0.055328764,0.05533815,0.05540549,0.055421885,0.055397138,0.055322118,0.054685935,0.055118836,0.055316582,0.05543027,0.05545064,0.05540698,0.055321734,0.05527731,0.055261724,0.05520243,0.0549647,0.05483184,0.0547068,0.054667782,0.054714292,0.054901645,0.05516684,0.055511698,0.055758677,0.055839155,0.055609882,0.055188894,0.05468516,0.05428701,0.05418984,0.054279096,0.054428063,0.054624204,0.054758742,0.05491904,0.055005983,0.055129442,0.055189446,0.05527329,0.0554088,0.055541743,0.055732843,0.055881076,0.05602397,0.056053482,0.054938816,0.05518344,0.05543316,0.055669133,0.055801034,0.055919595,0.055994406,0.05598598,0.0558654,0.055546887,0.055158947,0.054920554,0.054921266,0.05496803,0.05498687,0.05506158,0.055149026,0.055313233,0.05544736,0.055806655,0.055953015,0.05576129,0.055042744,0.054314833,0.05395946,0.053827472,0.054010913,0.054271914,0.05446925,0.05472169,0.054844562,0.055000015,0.05510786,0.055277243,0.055583447,0.05592805,0.05637119,0.056820843,0.057293724,0.05753866,0.05519356,0.05537282,0.05542811,0.055493347,0.055522624,0.05553944,0.05552658,0.05551722,0.055567913,0.05563549,0.055573888,0.05554086,0.05549382,0.05547098,0.055551223,0.05567269,0.055814892,0.056011252,0.056089066,0.056086138,0.055844158,0.055453464,0.054940376,0.054483373,0.054403607,0.05459533,0.05488129,0.055153824,0.05526995,0.055402324,0.055424318,0.055439875,0.055385545,0.055368915,0.05541312,0.055478718,0.05561121,0.055714726,0.055851415,0.055905096,0.054995783,0.055310003,0.055480324,0.055645294,0.05572874,0.055824626,0.055914264,0.055936247,0.055924334,0.055761185,0.055630725,0.055390142,0.055191055,0.055063926,0.054974016,0.054952905,0.054960225,0.055145733,0.05537488,0.055970073,0.056273647,0.05613117,0.055287544,0.054409333,0.053892132,0.05376019,0.054008555,0.05438786,0.054656453,0.054979347,0.055109233,0.055248614,0.055288337,0.05537014,0.055580147,0.055835526,0.056244023,0.056723565,0.05729171,0.057634797,0.05509931,0.055395648,0.055544727,0.055728216,0.055848185,0.05597828,0.05607823,0.056011073,0.055807084,0.055429213,0.055089153,0.05473274,0.05473019,0.054747887,0.05474429,0.054737154,0.054711413,0.054837737,0.05501686,0.055537138,0.055865802,0.05583838,0.055223513,0.054490127,0.05395093,0.05376399,0.054030705,0.05441204,0.054695904,0.055020392,0.05513428,0.055260345,0.0552799,0.05536581,0.055587083,0.05589523,0.05635896,0.056938246,0.057576485,0.057847973,0.054952577,0.055299796,0.055467017,0.05563084,0.055721443,0.055829056,0.05590049,0.055846594,0.05569916,0.05538758,0.055159155,0.05487602,0.054824352,0.054805957,0.05472868,0.054673232,0.05460656,0.05467526,0.054869913,0.055446655,0.055863243,0.055916212,0.055295654,0.054414622,0.053771116,0.053566225,0.053830683,0.054271318,0.054604948,0.05497674,0.0551173,0.05525267,0.055275522,0.055363033,0.055594653,0.055902228,0.056381688,0.056939084,0.057476133,0.057731017,0.055173576,0.05547998,0.055650353,0.055831417,0.055957444,0.056082956,0.056174472,0.05610092,0.055783786,0.055222858,0.05480923,0.05441413,0.05445905,0.05451812,0.054557014,0.05453408,0.05444435,0.054473028,0.05463823,0.055155702,0.05554712,0.055605873,0.055101022,0.054468106,0.054012172,0.053803273,0.054018274,0.054371152,0.054643407,0.054964513,0.05510036,0.055272195,0.05533257,0.05544763,0.05569876,0.05603139,0.056518823,0.05706563,0.057576966,0.057722267
