start_time,model_name,model_pkl_path,device,learning_rate,batch size,encoder_sequence_length,decoder_sequence_length,best_train_l1_loss,best_train_mse_loss,best_valid_l1_loss,best_valid_mse_loss,epoch_for_best_valid_loss,train_mse_curve,valid_mse_curve,seed,num_hidden_state,num_layer,recon_error
39:05.1,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,64.0,40.0,4.0,0.027931348,0.0014538379999999998,0.029825018,0.001796791,11/145,"[1, 2, 3]","[0.0017993354962931739, 0.0017993307640103416, 0.0017993260660053541, 0.0017993205162282618, 0.0017993158725504246, 0.0017993117520947836, 0.001799307612883341, 0.0017993026322478223, 0.0017992944999908407, 0.0017992621837442534, 0.001797367048372204, 0.001796791042175351, 0.001799145355148034, 0.0017993137466772978, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.001799313907718493, 0.0017993139051314857, 0.0017993139051314857, 0.0017993139051314857, 0.0017993139051314857, 0.0017993139051314857, 0.001799313901250975, 0.0017993138986639678, 0.0017993138391628033, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964]",2016.0,64.0,1.0,
42:44.0,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,64.0,40.0,4.0,0.025424462,0.00117521,0.027809097,0.001506296,131/145,"[1, 2, 3]","[0.0017993409936833712, 0.0017993083010272434, 0.001799281248693458, 0.0017992553217077835, 0.0017991574054273467, 0.0017983515785696606, 0.0016789156639586307, 0.0016365873019417955, 0.001618415028658799, 0.0016100303328130394, 0.0016202884842641651, 0.0016054459815172271, 0.0016039791057765897, 0.0016069167519971313, 0.001620180352539238, 0.00162235189604366, 0.0016230180975981058, 0.0016015555690197896, 0.0015986057949097206, 0.001607427500291831, 0.0016043835578279362, 0.0016020593440367115, 0.0015917381207044754, 0.0015932904588731212, 0.0016063779825344683, 0.0015948830004264083, 0.0015864700919741557, 0.0015932671311828825, 0.001581442722171131, 0.001569501141137961, 0.0015622502729658865, 0.0015947059902828187, 0.0015682978820728344, 0.0016140799904759558, 0.0015628025369046048, 0.001570579456165433, 0.0015533072181925592, 0.0015679416945204138, 0.001573901377721793, 0.001564431607645626, 0.001547027225024067, 0.0015422392591264928, 0.0015546124823029256, 0.0015587816917104647, 0.001555179753146755, 0.001551035823326351, 0.0015632509337996858, 0.0015643256845780545, 0.0015451782030544967, 0.0015504603206257647, 0.0015467883837926718, 0.0015391307287952966, 0.0015611630081871731, 0.0015516031856855584, 0.0015450895566674362, 0.0015573031841389215, 0.0015519073776279887, 0.0015594127157884132, 0.0015345855887668829, 0.001540684910529914, 0.0015581855091214593, 0.0015439192780629836, 0.001536640972093058, 0.0015575921120924048, 0.001591650074503074, 0.0015352402910745393, 0.0015503121197171924, 0.0015507227579493904, 0.0015402994639266076, 0.0015550775741252842, 0.0015311684346266297, 0.0015550478591143879, 0.0015607785184531368, 0.0015387610470901968, 0.0015240710109032485, 0.0015809948420307288, 0.0015461852696413796, 0.0015705865086703043, 0.0015263394805111199, 0.00153706225391943, 0.0015444307306703802, 0.001540631575173595, 0.001530331515500115, 0.0015221569182661673, 0.0015388002573874676, 0.0015418050590799088, 0.001540012766296665, 0.0015282986979905722, 0.0015369738067319203, 0.0015269715591178586, 0.0015299659620116775, 0.0015279729772980015, 0.0015350793000026089, 0.001519292722029301, 0.0015240195999568743, 0.0015323305657754342, 0.0015221542911604048, 0.0015230196993798017, 0.0015388546970724645, 0.001514936501108524, 0.0015280975817909671, 0.001558548561297357, 0.001526786815116389, 0.001529899188446709, 0.0015195159147778112, 0.0015103072118816069, 0.001534287202068501, 0.0015379313993940337, 0.001525007161156585, 0.0015215938490453279, 0.001529338871801479, 0.0015150127505573134, 0.0015240125235221867, 0.0015224357394294607, 0.0015383149539249846, 0.001527798863632294, 0.0015106614879591184, 0.0015141539350022664, 0.0015083966430716423, 0.0015234582937814088, 0.0015305804589944374, 0.0015231723732237394, 0.0015276199274618799, 0.001518134895983773, 0.001514459245501914, 0.001520197120973737, 0.0015118640132843414, 0.001512711768090311, 0.001511897210083488, 0.00153611294614772, 0.0015167492141093437, 0.0015062961992548985, 0.0015156541747273877, 0.0015294845254781345, 0.0015144596038024045, 0.0015093969714750225, 0.0015254770243902588, 0.0015343350901578863, 0.0015164375256669397, 0.0015298147520904119, 0.001512128954507514, 0.0015345784945465211, 0.001524260884616524, 0.001524141172477458, 0.0015188171343955522, 0.0015335987561330613]",2017.0,64.0,1.0,
42:50.6,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,64.0,40.0,4.0,0.027944893,0.001453299,0.029913553,0.001795277,28/145,"[1, 2, 3]","[0.0018066714530707234, 0.0018017638086651763, 0.001800563940519674, 0.0018000699159327067, 0.0017998165580340557, 0.001799668785598543, 0.0017995824261258047, 0.0017995188737081158, 0.0017994708181100173, 0.0017994397649696717, 0.001799413933703262, 0.0017993933049082341, 0.0017993777712237919, 0.0017993670189753175, 0.0017993587521939643, 0.0017993509775907216, 0.001799344044411555, 0.0017993393037209495, 0.0017993341006028154, 0.00179933007974695, 0.0017993269940941698, 0.0017993241891316656, 0.0017993204159817348, 0.0017993171970980863, 0.0017993113207113412, 0.0017992808412398316, 0.0017975383936168832, 0.0017961661046784784, 0.0017952765208772486, 0.0017992710384229819, 0.001799312733217246, 0.0017993126161551724, 0.0017993124447659486, 0.0017993121640756727, 0.0017993116369729655, 0.0017993105200326278, 0.0017993063795276815, 0.0017993140512973897, 0.0017993140034377574, 0.0017993139368223234, 0.0017993139128925071, 0.001799313919360025, 0.0017993139051314857, 0.0017993138837886767, 0.0017993138876691874, 0.0017993138805549177, 0.0017993138747341517, 0.0017993138753809035, 0.0017993138779679107, 0.0017993138747341517, 0.0017993138630926196, 0.0017993138598588606, 0.0017993138423965623, 0.001799313831401782, 0.0017993138119992284, 0.0017993137751343763, 0.0017993137085189422, 0.001799312816001475, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964]",2018.0,64.0,1.0,
23:13.7,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,64.0,40.0,4.0,0.027944893,0.001453299,0.029913553,0.001795277,28/145,"[1, 2, 3]","[0.0018066714530707234, 0.0018017638086651763, 0.001800563940519674, 0.0018000699159327067, 0.0017998165580340557, 0.001799668785598543, 0.0017995824261258047, 0.0017995188737081158, 0.0017994708181100173, 0.0017994397649696717, 0.001799413933703262, 0.0017993933049082341, 0.0017993777712237919, 0.0017993670189753175, 0.0017993587521939643, 0.0017993509775907216, 0.001799344044411555, 0.0017993393037209495, 0.0017993341006028154, 0.00179933007974695, 0.0017993269940941698, 0.0017993241891316656, 0.0017993204159817348, 0.0017993171970980863, 0.0017993113207113412, 0.0017992808412398316, 0.0017975383936168832, 0.0017961661046784784, 0.0017952765208772486, 0.0017992710384229819, 0.001799312733217246, 0.0017993126161551724, 0.0017993124447659486, 0.0017993121640756727, 0.0017993116369729655, 0.0017993105200326278, 0.0017993063795276815, 0.0017993140512973897, 0.0017993140034377574, 0.0017993139368223234, 0.0017993139128925071, 0.001799313919360025, 0.0017993139051314857, 0.0017993138837886767, 0.0017993138876691874, 0.0017993138805549177, 0.0017993138747341517, 0.0017993138753809035, 0.0017993138779679107, 0.0017993138747341517, 0.0017993138630926196, 0.0017993138598588606, 0.0017993138423965623, 0.001799313831401782, 0.0017993138119992284, 0.0017993137751343763, 0.0017993137085189422, 0.001799312816001475, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964, 0.0017993139090119964]",2018.0,64.0,1.0,
47:57.1,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,32.0,20.0,4.0,0.026326526,0.001252059,0.029288234,0.001635774,51/65,"[1, 2, 3]","[0.0017993421716600206, 0.0017970873984497983, 0.0017966164738466902, 0.0017964217353197696, 0.0017963288298163277, 0.0017960079060355713, 0.0017912010499148293, 0.0017511120026388748, 0.0017190451965958986, 0.0017056676653817624, 0.0016691938143704537, 0.0016754939317432038, 0.0016713931268736064, 0.0016549633071338246, 0.001645486849196419, 0.001649809596359034, 0.0016934334407279084, 0.001637616549467586, 0.001651052858265997, 0.001643608724967075, 0.0016709608380851633, 0.0016713064300807213, 0.001649706780521588, 0.0016668293923190745, 0.0016792824550705787, 0.001668667751121345, 0.0016513942206114695, 0.0016517708356911828, 0.001656350649632309, 0.0016614640103448388, 0.0016533999971195975, 0.0016680113295768643, 0.0016586648851663775, 0.0016581713404905582, 0.0016726219427265268, 0.0016878859947850047, 0.001665111451095052, 0.0016571100753895774, 0.001654776972577815, 0.0016557115176820533, 0.0016550096033325235, 0.001650601332165444, 0.0016421143462559064, 0.001668063293666589, 0.0016655623890423717, 0.0016658051197857157, 0.0016572696756786453, 0.0017099352873309137, 0.0016538235117428024, 0.001655744834212013, 0.0016390797466226434, 0.0016357743361668027, 0.0016815040083371798, 0.001643752921814007, 0.0016458059039355798, 0.0016616934425565976, 0.001654214069955972, 0.0016640367195557722, 0.0016614364429407722, 0.0016524878088743067, 0.0016396260567029918, 0.0016462771275725502, 0.0016786327840156525, 0.0016805677752107751, 0.0016457272916111153, 0.0016498752494833872]",2018.0,64.0,1.0,
54:08.0,STAttention_notf,../rnn_model/saved_pkl_model/STAttention_notf.pkl,cuda:0,0.0005,64.0,20.0,4.0,0.026400324,0.001259079,0.028954944,0.00162748,72/130,"[1, 2, 3]","[0.0018068576803441149, 0.001799420305210483, 0.0017977682975949822, 0.0017970996943384328, 0.0017967869989461377, 0.0017966045716593226, 0.0017964940365905373, 0.0017964125426670353, 0.0017963487790529054, 0.0017962306712313995, 0.0017958827710782106, 0.0017952294508506964, 0.0017933737439267173, 0.0017847327942765512, 0.0017743768275377677, 0.0017575248212369343, 0.0016914537805900142, 0.001682223470057719, 0.001697460163875923, 0.0016839582259398323, 0.0016927411747779083, 0.001702709955030254, 0.0016883853477538452, 0.0017012442867680975, 0.0016899370514163441, 0.0016747029404831375, 0.0016724160414414255, 0.0016730820829212502, 0.001673314130000238, 0.001683663782167279, 0.0016874554068116204, 0.0016832446678193634, 0.0016636672745724873, 0.0016786700094139184, 0.0016649861699788943, 0.0016472460849179917, 0.0016559039947454009, 0.0016497096058318986, 0.0016494005480985883, 0.0016919412198578836, 0.0016527810763403937, 0.0016599530961804584, 0.0016553534526162995, 0.0016771865340850347, 0.0016665009859754899, 0.0016647406295965334, 0.0016825095383235468, 0.001715256581799342, 0.0016538058625083867, 0.0016503065401063926, 0.001650170416054367, 0.00163983108775158, 0.0016542299373003726, 0.0016476850819794441, 0.0016395283477882354, 0.001646194020465303, 0.0016384120470240384, 0.001643888593477371, 0.0016335379377079124, 0.0016745988491943086, 0.0016360215485802145, 0.0016527364387402086, 0.0016358941358483427, 0.0016821407333047099, 0.0016392338624387816, 0.0016525367813461185, 0.00163012735832196, 0.0016471229859494738, 0.001629976017124296, 0.0016573929134500469, 0.0016480893629684963, 0.0016423884835503587, 0.0016274798046132283, 0.0016394548673326005, 0.0016333133559213481, 0.0016463069062280869, 0.0016733755429203694, 0.001641591971197708, 0.0016533916100992688, 0.0016366881452715741, 0.0016511666638377523, 0.0016519273490552882, 0.001640300264525749, 0.0016420154485616138, 0.0016530124645854172, 0.001665317963880415, 0.001666036858555994, 0.0016387664664352496, 0.0016399015535620953, 0.0016477534951703562, 0.0016374985174439684, 0.0016535672098193523, 0.0016454685323329253, 0.001656461249944846, 0.00165711939501177, 0.0016525870452604287, 0.001655786307170414, 0.0016425440950155422, 0.0016848531418613025, 0.0016829681404927684, 0.0016627812529095337, 0.0016714791238952714, 0.0016534434277103744, 0.001670094857447791, 0.001665959278617955, 0.0016640247610796774, 0.0016724387910421732, 0.0016757704472363732, 0.001668932552802489, 0.0016640187650509587, 0.0016521079757424828, 0.0016671659004014845, 0.0016447087400592864, 0.00166020157253165, 0.0016749589659201985, 0.0016619895948199453, 0.0016672590716772682, 0.0016975528560578823, 0.0016792532757620563, 0.0016588323127867265, 0.0016636004540966926, 0.0016720110056717154, 0.001667895493773068, 0.0016874888173693402, 0.0016902330296963534, 0.0016856245443245376, 0.0016571609770295794, 0.0016626963228151038, 0.0016743194805662874, 0.0016960969954667674, 0.0016749955753406899]",2018.0,64.0,1.0,
